,mapped_veh_id,timestamps_UTC,lat,lon,RS_E_InAirTemp_PC1,RS_E_InAirTemp_PC2,RS_E_OilPress_PC1,RS_E_OilPress_PC2,RS_E_RPM_PC1,RS_E_RPM_PC2,RS_E_WatTemp_PC1,RS_E_WatTemp_PC2,RS_T_OilTemp_PC1,RS_T_OilTemp_PC2,time_diff,corr_iqr_outlier
1597927,175,2023-06-09 07:26:55+00:00,51.1905282,5.113475,28.0,30.0,224.0,265.0,793.0,798.0,82.0,82.0,81.0,80.0,60.0,False
15196917,116,2023-08-04 07:34:15+00:00,51.0137946,3.7796226,46.0,48.0,0.0,3.0,0.0,0.0,84.0,82.0,81.0,81.0,2.0,True
10539977,155,2023-06-16 10:03:38+00:00,51.0367,3.7052823,41.0,34.0,175.0,200.0,802.0,801.0,88.0,89.0,89.0,90.0,2.0,False
6360282,116,2023-06-12 14:06:06+00:00,51.0336926,3.7168566,42.0,41.0,196.0,165.0,801.0,798.0,83.0,86.0,83.0,86.0,5.0,False
424727,175,2023-07-12 04:30:17+00:00,51.1905612,5.1127683,20.0,17.0,393.0,465.0,801.0,800.0,57.0,53.0,47.0,44.0,10.0,False
5719836,116,2023-07-19 08:02:10+00:00,51.0401368,3.6928594,25.0,37.0,231.0,179.0,800.0,803.0,77.0,76.0,77.0,76.0,50.0,False
1641281,175,2023-03-22 06:15:06+00:00,51.168815,5.1654695,21.0,21.0,227.0,272.0,797.0,803.0,82.0,81.0,82.0,83.0,61.0,False
7607213,116,2023-03-17 14:26:30+00:00,51.0361152,3.71014,35.0,40.0,196.0,165.0,819.0,792.0,83.0,83.0,85.0,81.0,48.0,False
14557668,175,2023-04-18 09:45:14+00:00,51.1386688,5.228185,30.0,30.0,244.0,400.0,951.0,1150.0,82.0,83.0,87.0,84.0,63.0,True
15463289,175,2023-02-12 04:53:45+00:00,51.190477,5.1139195,11.0,9.0,289.0,379.0,804.0,798.0,72.0,64.0,63.0,55.0,63.0,False
12415282,155,2023-07-19 17:02:48+00:00,50.7709204,3.8724195,41.0,28.0,182.0,200.0,806.0,795.0,85.0,87.0,87.0,87.0,5.0,False
8099016,116,2023-06-22 16:58:59+00:00,50.770111,3.8719626,37.0,45.0,196.0,175.0,817.0,802.0,85.0,80.0,85.0,83.0,21.0,False
998832,175,2023-09-10 03:37:14+00:00,51.1856527,5.0864096,30.0,38.0,396.0,469.0,1789.0,1815.0,83.0,83.0,84.0,84.0,61.0,True
17455584,116,2023-08-22 13:32:39+00:00,51.0404073,3.6930168,40.0,41.0,203.0,172.0,789.0,799.0,81.0,77.0,82.0,79.0,7.0,False
7709746,155,2023-02-26 21:31:08+00:00,50.928136,3.7819654,43.0,40.0,289.0,310.0,1454.0,1436.0,88.0,90.0,90.0,93.0,60.0,True
12956939,175,2023-03-18 04:40:36+00:00,51.1904407,5.1128683,13.0,15.0,269.0,282.0,803.0,798.0,75.0,82.0,71.0,77.0,63.0,False
290531,116,2023-09-06 06:21:17+00:00,51.0336455,3.7174749,36.0,38.0,186.0,162.0,805.0,797.0,80.0,81.0,88.0,89.0,58.0,False
4619234,116,2023-05-23 06:01:58+00:00,50.8536896,3.8104296,38.0,45.0,262.0,158.0,990.0,816.0,86.0,85.0,93.0,89.0,54.0,True
15765346,116,2023-03-23 17:02:52+00:00,50.9715493,3.7923554,41.0,41.0,365.0,310.0,1502.0,1493.0,90.0,88.0,94.0,92.0,3.0,True
14317904,116,2023-09-12 14:56:26+00:00,50.8042526,3.8501653,42.0,42.0,175.0,162.0,795.0,798.0,85.0,84.0,92.0,89.0,1.0,False
13931731,175,2023-06-15 18:15:31+00:00,50.988357,5.3488941,43.0,43.0,362.0,431.0,1498.0,1497.0,91.0,91.0,93.0,94.0,11.0,True
16358753,175,2023-04-20 17:11:57+00:00,51.2078897,4.4245347,23.0,18.0,213.0,258.0,793.0,809.0,81.0,82.0,82.0,81.0,52.0,False
10506520,116,2023-06-20 15:45:46+00:00,50.7423249,3.6025745,38.0,40.0,234.0,179.0,799.0,800.0,78.0,77.0,83.0,80.0,60.0,False
4576560,175,2023-05-27 15:44:14+00:00,51.168119,5.1668278,36.0,53.0,207.0,248.0,791.0,798.0,82.0,85.0,84.0,85.0,50.0,False
10017438,175,2023-05-08 11:25:23+00:00,51.0372093,5.2926624,36.0,44.0,210.0,251.0,802.0,798.0,83.0,85.0,85.0,86.0,61.0,False
4174666,175,2023-05-23 15:30:32+00:00,51.1652115,4.7404528,38.0,39.0,410.0,479.0,1758.0,1798.0,81.0,83.0,85.0,84.0,60.0,True
16106504,116,2023-01-30 18:18:35+00:00,50.742354,3.6026067,27.0,12.0,200.0,172.0,800.0,800.0,78.0,81.0,82.0,85.0,7.0,False
12191454,116,2023-06-08 12:51:02+00:00,51.0401614,3.6928041,41.0,43.0,196.0,175.0,800.0,788.0,84.0,77.0,82.0,78.0,6.0,False
605260,116,2023-03-20 06:35:58+00:00,51.0351419,3.7100827,15.0,33.0,210.0,172.0,796.0,798.0,77.0,77.0,81.0,79.0,59.0,False
16038033,155,2023-06-29 09:50:03+00:00,51.0200224,3.7647025,38.0,41.0,310.0,338.0,1541.0,1521.0,88.0,88.0,92.0,92.0,54.0,True
12562927,175,2023-02-17 17:33:49+00:00,51.1606704,4.6792061,23.0,30.0,382.0,455.0,1911.0,1902.0,83.0,83.0,81.0,82.0,60.0,True
16410836,116,2023-06-02 06:38:52+00:00,51.0356625,3.7110739,31.0,33.0,217.0,175.0,808.0,795.0,77.0,77.0,81.0,79.0,55.0,False
11664058,175,2023-03-02 09:34:50+00:00,51.1361203,4.5628152,17.0,10.0,207.0,251.0,802.0,792.0,83.0,83.0,84.0,83.0,56.0,False
17539725,155,2023-04-14 17:36:56+00:00,50.8706007,3.6237944,28.0,28.0,369.0,403.0,1497.0,1498.0,83.0,81.0,85.0,82.0,2.0,True
12631358,175,2023-04-15 12:49:38+00:00,51.1916437,5.1204938,29.0,26.0,200.0,241.0,787.0,797.0,83.0,83.0,84.0,87.0,61.0,False
6284891,175,2023-04-23 16:40:56+00:00,51.2133559,5.3604022,30.0,31.0,379.0,448.0,1872.0,1887.0,82.0,83.0,81.0,83.0,63.0,True
7916602,116,2023-05-15 02:24:45+00:00,50.7743987,3.8729772,12.0,12.0,493.0,476.0,808.0,798.0,37.0,33.0,24.0,22.0,6.0,True
16466978,175,2023-06-12 18:18:11+00:00,50.9695336,5.3446529,42.0,42.0,376.0,448.0,1443.0,1472.0,83.0,84.0,84.0,84.0,63.0,True
4527522,175,2023-06-07 07:18:55+00:00,51.1382499,5.2290595,36.0,40.0,389.0,448.0,1832.0,1856.0,83.0,83.0,82.0,84.0,60.0,True
10082356,175,2023-02-12 15:23:49+00:00,51.0345006,5.3216317,21.0,26.0,200.0,241.0,798.0,798.0,83.0,84.0,87.0,85.0,60.0,False
3670941,175,2023-02-27 10:09:15+00:00,51.190179,5.11265,6.0,2.0,583.0,579.0,799.0,807.0,27.0,26.0,18.0,16.0,51.0,True
12589910,155,2023-06-30 00:10:41+00:00,51.0166972,3.7715988,18.0,22.0,289.0,282.0,796.0,797.0,59.0,66.0,58.0,65.0,60.0,False
7876196,155,2023-05-10 13:50:59+00:00,51.0407962,3.6858952,22.0,20.0,293.0,303.0,801.0,798.0,64.0,66.0,62.0,65.0,5.0,False
13154160,175,2023-04-28 09:54:58+00:00,50.9356609,5.3108766,16.0,19.0,355.0,431.0,804.0,799.0,66.0,60.0,54.0,49.0,63.0,False
1779282,116,2023-05-02 14:48:10+00:00,50.7708629,3.8720002,38.0,43.0,196.0,165.0,801.0,799.0,81.0,81.0,89.0,85.0,24.0,False
12839912,116,2023-02-10 04:12:49+00:00,51.0154915,3.7747548,10.0,12.0,358.0,300.0,804.0,801.0,53.0,51.0,44.0,43.0,41.0,False
16998277,155,2023-07-06 02:14:53+00:00,50.7693941,3.8718367,17.0,21.0,372.0,407.0,802.0,798.0,53.0,52.0,47.0,49.0,61.0,False
6095503,155,2023-02-10 17:48:59+00:00,50.9441764,3.6338717,31.0,37.0,372.0,386.0,1805.0,1797.0,86.0,88.0,84.0,87.0,52.0,True
16476519,116,2023-03-16 06:11:07+00:00,50.8686763,3.8142701,30.0,34.0,186.0,165.0,802.0,801.0,82.0,80.0,84.0,84.0,47.0,False
10654068,116,2023-08-21 09:46:07+00:00,50.7426861,3.6037166,41.0,47.0,189.0,158.0,797.0,800.0,83.0,82.0,87.0,86.0,1.0,False
4531109,116,2023-06-15 05:01:38+00:00,50.7429329,3.604443,39.0,40.0,203.0,175.0,791.0,797.0,78.0,77.0,81.0,79.0,21.0,False
4475185,155,2023-06-13 13:57:18+00:00,50.7703216,3.8721026,44.0,41.0,182.0,203.0,801.0,796.0,87.0,88.0,87.0,88.0,61.0,False
10603877,116,2023-05-07 07:18:42+00:00,50.8541698,3.6048685,22.0,26.0,244.0,200.0,800.0,802.0,73.0,71.0,69.0,65.0,60.0,False
8114118,155,2023-06-10 07:38:04+00:00,51.014169,3.7798477,27.0,35.0,276.0,293.0,799.0,800.0,65.0,66.0,63.0,62.0,60.0,False
165868,155,2023-06-01 19:11:57+00:00,51.1803567,3.5757131,23.0,22.0,207.0,248.0,796.0,808.0,80.0,74.0,82.0,79.0,61.0,False
2858044,175,2023-07-16 23:50:43+00:00,51.1907916,5.1138381,20.0,20.0,324.0,376.0,801.0,803.0,65.0,64.0,55.0,54.0,60.0,False
10362888,116,2023-08-08 19:17:58+00:00,50.9883995,3.8027793,40.0,45.0,179.0,10.0,800.0,0.0,85.0,34.0,92.0,47.0,1.0,True
15778629,116,2023-03-16 16:38:13+00:00,50.9016356,3.8052699,40.0,37.0,179.0,165.0,791.0,803.0,85.0,86.0,90.0,91.0,5.0,False
13344213,175,2023-07-14 05:10:59+00:00,50.9430712,5.3174825,26.0,20.0,238.0,310.0,902.0,902.0,83.0,82.0,82.0,82.0,59.0,False
7556084,175,2023-06-15 08:35:02+00:00,51.1484875,4.6084299,40.0,46.0,379.0,451.0,1844.0,1858.0,83.0,85.0,81.0,84.0,63.0,True
926984,175,2023-03-14 19:51:10+00:00,50.9368998,5.3109678,21.0,9.0,210.0,258.0,808.0,804.0,82.0,83.0,82.0,84.0,59.0,False
14020604,116,2023-08-01 06:17:05+00:00,50.9109104,3.6467196,41.0,44.0,355.0,338.0,1730.0,1698.0,85.0,85.0,89.0,90.0,11.0,True
7986186,175,2023-02-25 10:49:22+00:00,51.2461312,5.5421661,17.0,8.0,227.0,272.0,800.0,794.0,80.0,81.0,81.0,80.0,63.0,False
15221839,116,2023-08-04 05:53:19+00:00,50.8082635,3.6176529,36.0,36.0,210.0,175.0,791.0,797.0,80.0,79.0,81.0,79.0,12.0,False
16427952,155,2023-06-22 09:08:01+00:00,51.0325184,3.7359265,35.0,37.0,317.0,320.0,1221.0,1203.0,82.0,85.0,82.0,82.0,30.0,True
11092276,116,2023-02-05 09:49:29+00:00,51.0135873,3.7801699,15.0,27.0,220.0,179.0,796.0,801.0,78.0,77.0,76.0,74.0,55.0,False
12234624,116,2023-06-15 11:02:25+00:00,50.8515457,3.6016609,42.0,42.0,186.0,165.0,803.0,801.0,86.0,86.0,86.0,85.0,51.0,False
2874840,155,2023-07-18 14:55:20+00:00,51.0190216,3.766609,42.0,41.0,348.0,365.0,1704.0,1723.0,87.0,87.0,87.0,89.0,8.0,True
4134369,116,2023-07-19 11:41:20+00:00,51.0401586,3.692824,25.0,37.0,234.0,179.0,801.0,799.0,77.0,77.0,78.0,75.0,5.0,False
15865642,116,2023-03-07 03:21:57+00:00,50.7740196,3.8727671,8.0,8.0,479.0,465.0,797.0,806.0,37.0,33.0,28.0,25.0,58.0,True
2249255,155,2023-05-05 16:00:07+00:00,50.8673539,3.8144234,35.0,32.0,207.0,210.0,892.0,828.0,87.0,88.0,89.0,90.0,9.0,True
1368959,116,2023-05-30 13:06:00+00:00,51.0158134,3.7740055,21.0,30.0,238.0,196.0,793.0,804.0,75.0,72.0,71.0,67.0,56.0,False
4383502,175,2023-01-26 16:26:20+00:00,50.9352033,5.3111466,28.0,6.0,0.0,382.0,0.0,795.0,25.0,65.0,20.0,54.0,60.0,True
8213229,116,2023-02-06 08:57:44+00:00,51.0139446,3.7797602,11.0,19.0,241.0,189.0,790.0,796.0,72.0,72.0,70.0,67.0,59.0,False
1927362,175,2023-02-03 02:52:48+00:00,51.190289,5.1132722,15.0,11.0,372.0,451.0,796.0,791.0,61.0,56.0,50.0,50.0,54.0,False
5687188,155,2023-07-18 15:18:24+00:00,50.9003219,3.8060594,45.0,52.0,158.0,186.0,802.0,798.0,89.0,91.0,89.0,90.0,7.0,False
5474061,116,2023-01-31 16:47:25+00:00,50.9793039,3.8010809,39.0,13.0,210.0,172.0,808.0,802.0,78.0,82.0,82.0,81.0,16.0,True
2888489,175,2023-07-05 16:54:25+00:00,51.1907627,5.1136229,18.0,17.0,493.0,510.0,798.0,800.0,47.0,45.0,33.0,31.0,10.0,True
6240187,175,2023-08-18 04:33:01+00:00,51.164684,4.733096,35.0,30.0,320.0,396.0,1315.0,1329.0,85.0,85.0,86.0,87.0,61.0,True
6005604,175,2023-06-01 07:45:09+00:00,51.1178263,5.2577934,35.0,47.0,386.0,448.0,1737.0,1714.0,82.0,82.0,85.0,85.0,59.0,True
12139748,155,2023-04-04 07:37:23+00:00,51.0314552,3.7290614,20.0,10.0,293.0,331.0,799.0,800.0,62.0,59.0,62.0,58.0,59.0,False
13048565,116,2023-08-06 13:11:56+00:00,51.0138267,3.7795291,23.0,19.0,255.0,196.0,792.0,794.0,73.0,73.0,66.0,66.0,16.0,False
14078689,175,2023-04-06 14:16:22+00:00,51.1906457,5.1140168,11.0,13.0,227.0,265.0,799.0,796.0,81.0,81.0,79.0,79.0,60.0,False
4386441,116,2023-01-30 06:06:35+00:00,50.7740164,3.8727493,17.0,9.0,220.0,175.0,793.0,806.0,78.0,77.0,77.0,74.0,50.0,False
12450008,116,2023-05-03 08:05:06+00:00,51.0157846,3.7754209,51.0,58.0,0.0,0.0,0.0,0.0,72.0,72.0,74.0,73.0,40.0,True
1022565,175,2023-02-11 21:44:44+00:00,51.1890975,4.840953,18.0,13.0,303.0,348.0,1107.0,1015.0,83.0,85.0,84.0,83.0,60.0,True
2490076,116,2023-04-19 12:29:08+00:00,51.0133216,3.7806772,25.0,23.0,0.0,13.0,0.0,0.0,24.0,20.0,22.0,22.0,54.0,True
907993,116,2023-06-09 06:00:09+00:00,51.0241178,3.7581076,36.0,40.0,241.0,262.0,921.0,918.0,80.0,78.0,82.0,79.0,5.0,False
3529946,155,2023-01-24 16:58:40+00:00,51.0754878,3.7464429,36.0,42.0,358.0,420.0,1729.0,1752.0,82.0,76.0,82.0,72.0,60.0,True
13295590,155,2023-07-13 09:23:25+00:00,51.0356649,3.7119904,30.0,29.0,227.0,255.0,803.0,795.0,73.0,73.0,72.0,71.0,60.0,False
9476725,116,2023-04-28 06:58:30+00:00,50.9430194,4.0387598,36.0,21.0,351.0,17.0,1453.0,0.0,81.0,17.0,87.0,21.0,42.0,True
4556592,116,2023-03-04 07:46:10+00:00,51.1087996,3.6988231,43.0,42.0,331.0,327.0,1925.0,1917.0,83.0,85.0,92.0,89.0,55.0,True
5006938,155,2023-07-12 14:52:33+00:00,50.851443,3.6014776,30.0,30.0,272.0,310.0,799.0,797.0,65.0,62.0,59.0,57.0,60.0,False
16044333,155,2023-06-28 19:28:36+00:00,50.8515971,3.6015047,36.0,36.0,169.0,196.0,799.0,798.0,86.0,86.0,87.0,90.0,56.0,False
5521840,155,2023-08-07 12:29:26+00:00,50.9529012,3.7809389,39.0,37.0,203.0,220.0,810.0,808.0,90.0,91.0,90.0,92.0,51.0,False
14754819,116,2023-06-06 05:21:01+00:00,51.0384375,3.7565036,36.0,37.0,200.0,172.0,808.0,810.0,82.0,78.0,87.0,81.0,10.0,False
16475490,116,2023-03-22 06:43:38+00:00,50.7458675,3.6130068,35.0,34.0,200.0,169.0,789.0,800.0,87.0,85.0,90.0,87.0,3.0,False
7703780,116,2023-02-16 22:59:17+00:00,51.0159077,3.7748189,55.0,61.0,0.0,3.0,0.0,0.0,68.0,67.0,72.0,71.0,2.0,True
7212320,155,2023-01-26 14:57:24+00:00,51.0355359,3.7109684,22.0,15.0,203.0,227.0,801.0,799.0,78.0,76.0,82.0,80.0,63.0,False
5431290,116,2023-02-01 06:41:54+00:00,50.8689743,3.8143837,30.0,8.0,200.0,172.0,797.0,801.0,78.0,78.0,84.0,82.0,49.0,True
4004836,116,2023-08-30 08:43:01+00:00,50.9484746,4.0276942,38.0,35.0,179.0,158.0,800.0,813.0,91.0,90.0,97.0,95.0,41.0,False
10498358,155,2023-06-08 11:33:20+00:00,51.0395776,3.6954484,25.0,37.0,248.0,286.0,797.0,796.0,71.0,67.0,68.0,66.0,60.0,False
669543,175,2023-02-09 00:22:39+00:00,51.1901579,5.1126127,5.0,5.0,238.0,276.0,799.0,797.0,80.0,81.0,76.0,79.0,59.0,False
14477440,175,2023-08-24 18:33:20+00:00,51.1906442,5.1139709,28.0,28.0,220.0,265.0,811.0,802.0,82.0,83.0,79.0,79.0,60.0,False
17547460,116,2023-04-19 07:34:09+00:00,51.0133971,3.7805006,26.0,25.0,0.0,10.0,0.0,0.0,24.0,22.0,25.0,23.0,54.0,True
1634314,116,2023-03-31 13:42:36+00:00,50.7696029,3.8723314,11.0,10.0,0.0,17.0,0.0,0.0,10.0,8.0,12.0,9.0,59.0,True
5655375,155,2023-06-06 20:44:25+00:00,50.9953494,3.8021907,38.0,35.0,179.0,196.0,797.0,800.0,88.0,87.0,89.0,91.0,53.0,False
3164789,116,2023-03-08 08:33:51+00:00,51.0160924,3.7742777,20.0,15.0,217.0,179.0,800.0,791.0,78.0,77.0,77.0,74.0,55.0,False
16380173,155,2023-04-06 03:14:04+00:00,50.8686753,3.8147037,15.0,15.0,334.0,317.0,798.0,798.0,55.0,61.0,54.0,60.0,61.0,False
6705730,116,2023-03-16 16:55:12+00:00,50.9990649,3.8017029,37.0,36.0,272.0,162.0,1476.0,997.0,85.0,85.0,91.0,90.0,6.0,True
5065591,175,2023-05-12 17:44:49+00:00,51.1896094,5.1094484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,81.0,20.0,True
768170,155,2023-08-08 15:05:48+00:00,51.0139153,3.7796248,18.0,27.0,469.0,441.0,801.0,797.0,46.0,48.0,38.0,43.0,61.0,False
4908497,175,2023-01-29 07:58:10+00:00,51.2461077,5.542144,8.0,4.0,244.0,282.0,795.0,794.0,81.0,81.0,79.0,79.0,60.0,False
16495427,175,2023-03-11 20:27:08+00:00,51.1359528,4.5606894,12.0,6.0,414.0,465.0,1378.0,1315.0,82.0,82.0,83.0,82.0,60.0,False
15761061,155,2023-06-13 13:49:14+00:00,50.8109504,3.8319942,49.0,41.0,313.0,324.0,1507.0,1454.0,92.0,92.0,90.0,92.0,51.0,True
1693049,116,2023-07-21 03:17:27+00:00,50.7704043,3.8721182,20.0,29.0,289.0,220.0,802.0,806.0,68.0,67.0,62.0,60.0,60.0,False
8370331,116,2023-08-08 14:44:07+00:00,51.0010193,3.8000865,40.0,47.0,182.0,165.0,806.0,804.0,81.0,80.0,92.0,89.0,5.0,False
3265586,155,2023-05-14 12:08:09+00:00,50.9038858,3.8039116,41.0,42.0,379.0,379.0,1838.0,1818.0,84.0,89.0,84.0,92.0,60.0,True
6579538,155,2023-06-29 08:40:00+00:00,50.8942815,3.8095087,43.0,41.0,279.0,300.0,1504.0,1476.0,89.0,90.0,94.0,94.0,2.0,True
9746473,175,2023-04-15 17:44:38+00:00,51.1982301,4.4332411,24.0,28.0,196.0,238.0,799.0,816.0,82.0,83.0,84.0,85.0,60.0,False
17529451,155,2023-04-20 11:53:34+00:00,50.7424328,3.6027064,22.0,29.0,193.0,220.0,806.0,797.0,80.0,79.0,83.0,85.0,22.0,False
17504777,155,2023-04-14 14:40:56+00:00,51.1260825,3.6681197,41.0,35.0,162.0,200.0,793.0,827.0,90.0,92.0,91.0,95.0,4.0,True
11257766,155,2023-05-08 13:45:06+00:00,51.0107965,3.7824297,22.0,23.0,465.0,458.0,1375.0,1313.0,63.0,67.0,62.0,66.0,60.0,False
9525806,155,2023-06-13 20:26:20+00:00,50.9020966,3.8050001,42.0,37.0,334.0,345.0,1725.0,1694.0,87.0,88.0,93.0,93.0,53.0,True
2035893,175,2023-02-16 04:25:29+00:00,51.1907489,5.1137328,7.0,8.0,303.0,334.0,800.0,795.0,67.0,70.0,60.0,62.0,60.0,False
2874343,155,2023-07-17 05:37:19+00:00,50.7427585,3.6039839,30.0,20.0,213.0,262.0,799.0,800.0,75.0,71.0,76.0,73.0,64.0,False
10274647,155,2023-02-02 09:30:59+00:00,51.040492,3.6872646,11.0,25.0,269.0,276.0,799.0,802.0,71.0,71.0,73.0,74.0,60.0,False
1980287,116,2023-01-23 13:49:58+00:00,51.0381381,3.6976589,9.0,7.0,365.0,296.0,799.0,801.0,53.0,52.0,44.0,43.0,57.0,False
8700155,175,2023-03-18 14:56:47+00:00,51.0639151,5.2292477,39.0,27.0,379.0,445.0,1785.0,1801.0,83.0,83.0,84.0,85.0,59.0,True
4278551,116,2023-08-06 07:34:20+00:00,51.0383535,3.6979884,25.0,27.0,231.0,179.0,801.0,797.0,78.0,77.0,77.0,76.0,57.0,False
14081315,175,2023-04-03 06:19:49+00:00,51.1903931,5.113519,11.0,9.0,238.0,272.0,799.0,800.0,77.0,81.0,78.0,79.0,59.0,False
5685665,175,2023-07-06 18:13:09+00:00,51.1907299,5.1145432,31.0,30.0,224.0,282.0,796.0,795.0,82.0,82.0,81.0,81.0,60.0,False
8833001,175,2023-07-17 09:00:49+00:00,51.2154441,4.420869,31.0,28.0,224.0,272.0,803.0,797.0,82.0,82.0,82.0,82.0,63.0,False
10508002,175,2023-06-09 03:00:04+00:00,51.1906662,5.1130807,22.0,21.0,403.0,431.0,798.0,795.0,55.0,55.0,50.0,50.0,11.0,False
16868776,116,2023-07-17 06:40:03+00:00,51.0357276,3.7103963,36.0,42.0,203.0,162.0,805.0,796.0,81.0,81.0,87.0,84.0,2.0,False
16555190,175,2023-03-07 00:57:41+00:00,50.937002,5.3071163,7.0,10.0,351.0,293.0,799.0,806.0,60.0,82.0,60.0,79.0,61.0,True
17495100,175,2023-04-19 21:16:38+00:00,51.1803933,4.8267924,30.0,18.0,213.0,262.0,867.0,833.0,82.0,82.0,86.0,83.0,60.0,False
12212762,175,2023-06-05 16:22:31+00:00,51.1854035,4.8533159,48.0,65.0,175.0,224.0,800.0,801.0,92.0,89.0,95.0,91.0,10.0,False
14767890,155,2023-06-22 13:06:03+00:00,51.0340158,3.7153975,28.0,31.0,189.0,203.0,790.0,797.0,84.0,88.0,87.0,89.0,28.0,False
8907074,116,2023-02-01 05:40:56+00:00,50.7744109,3.872888,15.0,7.0,213.0,179.0,829.0,798.0,78.0,77.0,77.0,73.0,52.0,False
17353741,116,2023-02-01 19:02:41+00:00,50.8522288,3.6024474,24.0,18.0,200.0,169.0,794.0,797.0,80.0,81.0,82.0,82.0,1.0,False
11001635,175,2023-02-09 00:18:46+00:00,51.1901441,5.112604,5.0,5.0,241.0,276.0,801.0,804.0,79.0,81.0,76.0,78.0,60.0,False
5346464,175,2023-03-21 21:19:02+00:00,50.9906211,5.3487845,20.0,26.0,213.0,255.0,794.0,797.0,86.0,88.0,87.0,91.0,61.0,False
16809373,116,2023-08-31 05:24:06+00:00,51.0349055,3.7133887,28.0,40.0,200.0,169.0,797.0,802.0,83.0,80.0,90.0,85.0,2.0,False
11072081,116,2023-09-11 07:23:00+00:00,51.017143,3.7704612,36.0,40.0,207.0,175.0,801.0,800.0,82.0,78.0,83.0,77.0,20.0,False
13614004,116,2023-02-05 13:19:29+00:00,51.0136044,3.7802633,18.0,26.0,213.0,175.0,800.0,801.0,79.0,77.0,80.0,76.0,55.0,False
12127999,175,2023-04-06 14:36:16+00:00,51.1906316,5.1139818,10.0,13.0,238.0,272.0,801.0,804.0,80.0,81.0,77.0,79.0,60.0,False
10503420,116,2023-06-13 08:25:05+00:00,51.0166283,3.7723487,35.0,40.0,217.0,175.0,803.0,799.0,79.0,77.0,80.0,75.0,56.0,False
11403009,116,2023-04-25 13:46:00+00:00,51.0137855,3.7795719,13.0,29.0,255.0,196.0,795.0,803.0,73.0,72.0,70.0,66.0,3.0,False
3411942,116,2023-02-03 07:10:06+00:00,50.999008,3.8017206,40.0,12.0,289.0,231.0,1286.0,1256.0,82.0,80.0,87.0,89.0,3.0,True
9451704,175,2023-04-17 16:54:44+00:00,51.1906486,5.1141369,30.0,23.0,207.0,244.0,802.0,789.0,82.0,80.0,85.0,83.0,60.0,False
17232203,175,2023-04-09 19:37:15+00:00,51.1807157,4.8273488,22.0,20.0,220.0,265.0,794.0,799.0,81.0,82.0,80.0,81.0,60.0,False
1349631,116,2023-05-02 07:36:49+00:00,51.0159055,3.7747853,45.0,55.0,0.0,0.0,0.0,0.0,75.0,74.0,77.0,76.0,7.0,True
8832957,116,2023-07-17 07:10:56+00:00,51.0157095,3.7753125,50.0,58.0,0.0,0.0,0.0,0.0,78.0,73.0,85.0,79.0,8.0,True
160201,116,2023-06-16 10:04:40+00:00,50.7700137,3.8718572,40.0,38.0,186.0,169.0,799.0,798.0,85.0,82.0,87.0,84.0,1.0,False
11345343,116,2023-08-22 07:03:26+00:00,51.0358729,3.7104733,32.0,36.0,217.0,172.0,802.0,797.0,78.0,77.0,79.0,76.0,59.0,False
12686431,175,2023-02-28 07:56:21+00:00,50.9310205,5.3265598,11.0,7.0,220.0,265.0,798.0,812.0,81.0,81.0,82.0,82.0,60.0,False
5218484,175,2023-04-16 11:43:20+00:00,51.2461881,5.5428917,21.0,12.0,207.0,255.0,800.0,796.0,81.0,82.0,81.0,82.0,61.0,False
2902990,175,2023-05-02 13:33:30+00:00,51.1449833,4.5947819,38.0,30.0,389.0,476.0,1634.0,1677.0,83.0,84.0,84.0,84.0,60.0,True
7450290,155,2023-07-13 02:36:14+00:00,50.7706937,3.8717771,18.0,21.0,389.0,427.0,793.0,801.0,51.0,47.0,41.0,43.0,60.0,False
10333950,155,2023-01-30 14:04:26+00:00,51.0156315,3.7753056,23.0,27.0,296.0,269.0,800.0,799.0,57.0,69.0,54.0,66.0,59.0,False
8998149,116,2023-05-10 05:19:43+00:00,50.961484,3.6279145,38.0,36.0,186.0,162.0,853.0,821.0,90.0,86.0,94.0,90.0,59.0,False
11247477,116,2023-05-03 03:02:16+00:00,50.9492613,4.0267104,13.0,27.0,244.0,186.0,795.0,788.0,75.0,74.0,70.0,68.0,9.0,False
9189792,175,2023-04-01 12:24:42+00:00,51.2148725,5.4023205,32.0,18.0,382.0,438.0,1496.0,1503.0,83.0,85.0,85.0,83.0,60.0,True
6319930,175,2023-04-23 05:09:50+00:00,51.173697,4.9060844,24.0,26.0,386.0,434.0,1500.0,1498.0,84.0,85.0,87.0,88.0,60.0,True
5595573,155,2023-04-18 17:02:03+00:00,51.0322811,3.723879,30.0,31.0,186.0,207.0,862.0,802.0,87.0,87.0,84.0,87.0,1.0,True
12409737,116,2023-07-10 22:03:13+00:00,51.0157486,3.7740676,41.0,41.0,210.0,169.0,803.0,799.0,80.0,85.0,82.0,83.0,6.0,False
16977292,116,2023-07-20 04:46:25+00:00,50.8180547,3.8218429,40.0,38.0,365.0,313.0,1496.0,1497.0,85.0,81.0,87.0,86.0,59.0,True
4912062,175,2023-01-30 14:45:32+00:00,51.1802475,4.8261063,11.0,19.0,227.0,272.0,803.0,798.0,82.0,81.0,82.0,82.0,60.0,False
5508055,155,2023-08-18 16:49:05+00:00,50.7488439,3.6181186,41.0,44.0,372.0,386.0,1667.0,1876.0,85.0,87.0,83.0,87.0,63.0,False
